,WBArea_Permanent_Identifier,area_skm,HRT_hrs,throughflow,order,relEvasion,lakeAreaQuants_skm,lakeHRTQuants_hrs
121,{046CF93D-732D-4EAD-8108-F422B6A66CCF},0.002,25.47933481,1,2,0.392031272,0.004,75.3
122,{047C8362-50F3-48BC-B51C-B1B86F8BA60D},0.002,12.73966741,1,3,0.220276505,0.004,75.3
123,{047FA4B4-FF20-4679-84FC-534585763FFF},0.001,68.36664488,1,2,0.73690902,0.001,75.3
124,{0480A6EE-7380-4C17-A97E-2A4C8EFB72DB},0.001,68.36664488,1,1,0.73690902,0.001,75.3
125,{049574CB-EA24-48B9-95B5-925690BC1ECF},0.001,153.824951,1,1,0.950427775,0.001,376.6
126,{04B306C3-4764-4D12-B9DD-F6484B420738},0.00142712,318.6706544,1,1,0.998018484,0.004,376.6
127,{04B7E394-E65E-4C9F-9476-92A3BCCBAB46},0.001,615.299804,1,1,0.999993961,0.001,227872.2
128,{04C1BC1A-A3A1-48C3-BD24-356066DDB58B},0.001,307.649902,1,1,0.997542595,0.001,376.6
129,{04DBE8E9-64FC-4321-A4FF-FB26F0C114AA},0.009,720.1946545,1,1,0.999999222,97,227872.2
130,{04F33F1A-7AEF-4A23-B37E-33D3A6407282},0.001,615.299804,1,1,0.999993961,0.001,227872.2
131,{05020AFF-1F63-4A27-99F0-3891F74B7F48},0.001,27.96817291,1,1,0.420877258,0.001,75.3
132,{050A7DDB-AA0C-4924-B737-38F1DB6A9C8A},0.001,55.93634581,1,2,0.66461685,0.001,75.3
133,{051188A5-77F5-437D-A1F0-EA2CB57E4342},0.001,6.761536307,1,2,0.123710027,0.001,75.3
134,{051DF2F9-CB9D-403D-BA76-53F6F3BFAFEB},0.003,10.62017253,3,3,0.189753081,0.004,75.3
135,{0521C353-B247-4B46-B308-5177CA39AE47},0.001,76.9124755,1,1,0.777351792,0.001,376.6
136,{0527C4B9-D338-4B47-B0EE-C8C080DB6469},0.009,234.0632627,3,1,0.983747498,97,376.6
137,{0538058F-A0FC-46F1-8CF9-7DF9F44587F5},0.00025282,5.894086889,1,1,0.108737464,0.001,75.3
138,{053D50D0-CBDD-44F8-812D-D1FE97200B38},0.003,200.0132493,1,1,0.979887607,0.004,376.6
139,{05544376-37E5-4DF7-B5A9-5B4D4A37BC33},0.004,107.1245789,3,1,0.992371461,0.004,376.6
140,{05568FC9-830A-4B81-9C52-31B3F77AFA43},0.001,615.299804,1,1,0.999993961,0.001,227872.2
141,{0558ED05-A500-49EB-8B04-673E9864AD62},0.001,23.66537708,1,1,0.370106035,0.001,75.3
142,{0561D8A0-3771-4434-9736-92765A24D021},0.001,205.0999347,1,1,0.981789667,0.001,376.6
143,{0567A8A3-A238-4B2E-A608-1F227C5AF9B4},0.00096221,25.50529228,1,1,0.392339416,0.001,75.3
144,{05794713-0717-4908-85A2-5D4EC1B691D2},0.013,369.1497672,3,2,0.998551153,97,376.6
145,{057A555B-6034-4E09-B619-050C1CA812BD},0.001,615.299804,1,1,0.999993961,0.001,227872.2
146,{0585FA6B-C351-4020-843F-5421C4641BDF},0.001,41.01998693,1,1,0.551188914,0.001,75.3
147,{058FADAB-514A-4507-ABAC-903EBEEDDF64},0.00036445,0.968021079,1,2,0.018728626,0.001,75.3
148,{0591C1D8-B9C6-4514-9C46-5E87DED255F3},0.031,6191.35741,1,1,1,97,227872.2
149,{059A8599-A2F7-4427-80A6-A7B1A960AFC2},0.001,123.0599608,1,1,0.909595359,0.001,376.6
150,{05BE308C-1283-45E6-B4C3-D38A070399B9},0.001,17.5799944,1,2,0.290611099,0.001,75.3
151,{05C6E492-8647-4E8E-BEEF-82310DE9E894},0.001,153.824951,1,1,0.950427775,0.001,376.6
152,{05C81F5B-240A-4F19-90ED-A2FBB745A2AF},0.011,49.40444672,3,3,0.423645718,97,75.3
153,{05C9C138-A3B7-4A1D-8D0F-2E7D7B53BE05},0.001,615.299804,1,1,0.999993961,0.001,227872.2
154,{05D0544D-513B-4962-BE0C-9BEE6A18D994},0.002,363.080521,1,1,0.999167647,0.004,376.6
155,{05D90979-61FC-46EB-876E-EA94179A4D40},0.005,903.9420878,1,1,0.999999978,97,227872.2
156,{05DA7FE9-28E1-4337-9461-029ADF33E617},0.002,44.00976013,1,2,0.576645712,0.004,75.3
157,{05DF5574-32EC-4CA4-BBB2-FC2CBB4A44DC},0.001,43.949986,1,1,0.576151185,0.001,75.3
158,{05E6ADEA-01C0-4C9E-B2E6-B0250A3BE641},0.001,615.299804,1,1,0.999993961,0.001,227872.2
159,{05F028D1-460E-4934-A89F-2DA74EE7E9F9},0.001,307.649902,1,1,0.997542595,0.001,376.6
160,{05F054C7-6F4A-4222-8D7C-60979330C520},0.001,307.649902,3,1,0.947688208,0.001,376.6
161,{05F2A896-37D5-457C-B60F-04DB85788E78},0.002,69.15819449,1,2,0.740945023,0.004,75.3
162,{05F5A9D9-5711-44F4-85E4-E97D7744B340},0.001,18.09705306,2,2,0.248475468,0.001,75.3
163,{06037FFB-C2C3-432D-8873-002801DA4176},0.013,615.249612,1,1,0.999993955,97,227872.2
164,{060411A2-539B-4EC5-9440-6F0321D6EEE5},0.002,50.08007187,1,1,0.623976616,0.004,75.3
165,{060F1E31-99A6-4411-83F2-DB0AE563D829},0.001,123.0599608,1,2,0.909595359,0.001,376.6
166,{06201E85-FE57-4C4C-AD12-4CE42A265367},0.001,615.299804,1,1,0.999993961,0.001,227872.2
167,{0631AE49-4535-4F5E-A559-178C49C6C9CE},0.01631611,489.1688383,1,2,0.999929073,97,227872.2
168,{06371F6A-4411-4C63-867C-7D8DAEBAFEE5},0.0033909,199.5349627,1,1,0.97969885,0.004,376.6
169,{0639CEA9-197E-402F-8CAD-90432632C88D},0.004,380.8873916,1,1,0.999412148,0.004,227872.2
170,{063F83BE-E0B4-4E80-B414-30AE1C5F0451},0.001,15.77691805,1,2,0.265184518,0.001,75.3
171,{064A33DA-6CEF-4638-8ABD-B9D6E36E2D60},0.002,207.4745835,3,1,0.660534167,0.004,376.6
172,{065A3132-CC38-48B2-9098-323F091274A7},0.003,800.0529973,1,1,0.999999836,0.004,227872.2
173,{0671718E-6F06-4CE3-8BEA-A71C338011C6},0.002,30.25671009,1,2,0.44619232,0.004,75.3
174,{067D1AE3-36CE-4B59-9D36-A40BCB2A9D79},0.001,615.299804,1,1,0.999993961,0.001,227872.2
175,{068719A5-37C8-4486-B2D5-01BD120F7AC1},0.001,307.649902,1,1,0.997542595,0.001,376.6
176,{0689E7A5-3BCC-4E64-88CF-28F0CEEE7249},0.00062116,48.72679538,1,1,0.613905596,0.001,75.3
177,{068C2DCC-6A0E-4736-B75A-670D14E34212},0.001,205.0999347,1,1,0.981789667,0.001,376.6
178,{068D1C8A-DC4C-49FB-90AC-8E65B06DD4B0},0.001,55.93634581,1,1,0.66461685,0.001,75.3
179,{0690DBFB-AEDF-459E-A538-4A5000F0D1B5},0.001,23.66537708,1,2,0.370106035,0.001,75.3
180,{0696CAF1-80B3-4C44-883B-BD582F432598},0.001,61.5299804,1,1,0.699326354,0.001,75.3
181,{069EA0CA-4EC1-48EF-8771-E8BB98C69899},0.001,38.45623775,1,1,0.528143869,0.001,75.3
182,{06AFA8F3-BE0C-4407-AD0A-B6B6B4CC6A00},0.001,34.18332244,1,1,0.487076048,0.001,75.3
183,{06B11F10-48BD-4E56-BB89-99D2F0599ACC},0.501,32823.01769,1,1,1,97,227872.2
184,{06C92576-0FF5-4A7A-8D64-F56E7CD863DC},0.002,12.00266185,1,3,0.208971757,0.004,75.3
185,{06CD52FF-D854-4A14-98F9-E56BB809C798},0.003,600.039748,1,1,0.999991864,0.004,227872.2
186,{06CE6685-9EC7-47FA-AD17-0BE823C82D8D},0.001,307.649902,1,1,0.997542595,0.001,376.6
187,{06D68D22-CC55-46E5-9F5D-723FD24EBD05},0.001,68.36664488,1,1,0.73690902,0.001,75.3
188,{06DF7A6F-34ED-4FEC-A735-76E849C700F6},0.002,181.5402605,1,1,0.971149467,0.004,376.6
189,{06F00E46-F6EC-460A-9928-31ACB9162197},0.005,1506.570146,1,1,1,97,227872.2
190,{06FB3572-8201-4F05-B779-778FE5D23833},0.001,102.5499673,1,1,0.865054335,0.001,376.6
191,{07089862-85C0-4284-BEBD-8A0F97346600},0.001,87.89997199,1,1,0.820352182,0.001,376.6
192,{0712DFA4-9B03-4E02-BB56-FB5EB3F635D0},0.005,35.58827117,1,3,0.500959219,97,75.3
193,{071C62D4-0704-46EC-AD88-BB77514832A1},0.001,19.22811887,1,2,0.313082151,0.001,75.3
194,{0737A143-FFEF-48A5-8EBA-5D47786453B1},0.002,290.4644168,1,1,0.996562473,0.004,376.6
195,{073F0880-CA31-4AB5-8F4C-DA13476982E1},0.03305638,397.7059391,3,2,0.74043644,97,227872.2
196,{07410FFB-9D35-43A6-B25B-3453BF9ABC01},0.00127601,10.2743643,3,2,0.130443288,0.004,75.3
197,{0753A3C7-6D48-4D99-A2AE-5539F53E8559},0.001,14.64999533,1,2,0.248832151,0.001,75.3
198,{0757D0FD-73F5-4314-AC08-AD7527C3C1D4},0.001,205.0999347,1,1,0.981789667,0.001,376.6
199,{07658729-846F-4F8B-BE1B-76A48CC3537A},0.005,753.2850732,1,1,0.999999592,97,227872.2
200,{077642EC-3918-418D-B80D-66E4BBD543F5},0.001,68.36664488,1,1,0.73690902,0.001,75.3
201,{079147B3-7BDF-4A7D-81A1-7F943B352648},0.001,17.5799944,1,2,0.290611099,0.001,75.3
202,{07969465-3132-4847-B0EF-A71E77B972C0},0.006,1133.042425,1,1,1,97,227872.2
203,{079F9A80-597E-413B-BF5B-A9F0A862F807},0.001,153.824951,1,1,0.950427775,0.001,376.6
204,{07A15096-79F4-4975-AB2F-FBB6825278FD},0.001,615.299804,1,1,0.999993961,0.001,227872.2
205,{07A5F769-8984-4B64-A13F-8521CA0EB81B},0.002,161.3691205,1,1,0.957219302,0.004,376.6
206,{07A95903-CA63-411C-8ABA-01EB6DABD86E},0.008,1348.540582,1,1,1,97,227872.2
207,{07AA7270-26B2-48CF-8BFE-4936E06AC7BE},0.001,26.75216539,1,2,0.406958698,0.001,75.3
208,{07BE6445-DEED-43A4-9AD2-581028349320},0.00231169,9.243526589,1,3,0.165175273,0.004,75.3
209,{07C4CF35-A651-4657-A9F3-E021258EC01B},0.002,111.7170834,1,2,0.887175773,0.004,376.6
210,{07E564A6-94F4-4BA5-8FCB-3B3B85C4AD62},0.001,205.0999347,1,1,0.981789667,0.001,376.6
211,{08000304-77EF-4ED6-B40D-A0A7CA7064A1},0.00038369,93.88767756,1,1,0.840179121,0.001,376.6
212,{0809DE98-25CD-4C30-9F96-1F1FD939F231},0.001,24.61199216,1,1,0.381644618,0.001,75.3
213,{081A461B-0FFB-4A98-A765-56ED61D13712},0.005,4519.710439,1,1,1,97,227872.2
214,{081B63B5-F4E5-49EA-A869-9CE8B7994274},0.009,4681.265254,1,1,1,97,227872.2
215,{081B97A9-C16E-42BF-8D33-0F995F2276B4},0.001,153.824951,1,1,0.950427775,0.001,376.6
216,{082020EB-F6E7-4127-87BD-81EF9319A8C8},0.001,30.7649902,1,1,0.451662836,0.001,75.3
217,{0831FCD7-A964-4CDB-80AC-45EC7DA18D85},0.001,205.0999347,1,1,0.981789667,0.001,376.6
218,{083E24E7-2D02-489E-B99E-44DF4738174B},0.007,2285.819817,1,1,1,97,227872.2
219,{0852C9A4-110D-4FD3-9563-943711CE722F},0.004,190.4436958,1,1,0.975754349,0.004,376.6
220,{0871B4D7-088A-45E1-B3BF-7C8A832C2E6D},0.001,13.37608269,3,3,0.856174472,0.001,75.3
221,{087F8048-C88F-44B7-B3E6-14A97C3D935F},0.003,48.98283657,1,2,0.615831515,0.004,75.3
222,{0883B31A-3E12-4B6F-A285-B350443939F0},0.001,615.299804,1,1,0.999993961,0.001,227872.2
223,{0896E55B-1344-424B-9528-E09DA4DE5B45},0.003,342.879856,1,1,0.998765042,0.004,376.6
224,{0897BB4C-22C9-4C93-8009-F0D3C75252AA},0.001,25.63749183,1,2,0.393906349,0.001,75.3
225,{08A65378-9501-4C91-93F6-49688C87F09E},0.001,68.36664488,1,2,0.73690902,0.001,75.3
226,{08A672AF-DA82-4645-B441-8B826E838CB0},0.001,153.824951,1,1,0.950427775,0.001,376.6
227,{08C2E665-9D12-4913-821E-05276DD886C6},0.011,2000.880092,1,1,1,97,227872.2
228,{08C3DF06-09AA-4BB1-ACAA-3A9C41151F4D},0.001,68.36664488,1,1,0.73690902,0.001,75.3
229,{08C9DA14-940B-4E78-BB0B-C01785CD2D7B},0.00078782,457.888601,1,1,0.999869343,0.001,227872.2
230,{08CE1F09-43AB-4D30-9F4A-1D49263E29AF},0.001,61.5299804,1,1,0.699326354,0.001,75.3
231,{08DD2786-71E6-4C18-9BB3-747DFF2E7EE8},0.003,1200.079496,1,1,1,0.004,227872.2
232,{08E35582-B124-4DDB-AE88-445CA82FBE73},0.00113333,239.504172,1,1,0.990699698,0.004,376.6
233,{08E38D4A-4017-452E-805E-FE0EF3F10F16},0.016,596.8173733,1,3,0.999991336,97,227872.2
234,{08E3F4B6-82DF-41F2-86C5-167C70F6C775},0.001,307.649902,1,1,0.997542595,0.001,376.6
235,{08F0254A-49AB-4C4A-96F4-2326C9DA8B89},0.003,1200.079496,1,1,1,0.004,227872.2
236,{08F3D6CF-EC8D-456C-B726-383F970C1C3E},0.001,307.649902,1,1,0.997542595,0.001,376.6
237,{0900C5A1-E922-4B37-BCC0-B7070D364206},0.003,2400.158992,1,1,1,0.004,227872.2
238,{090194EB-56B0-41C5-AF1A-EC3EE64EE06E},0.001,87.89997199,1,1,0.820352182,0.001,376.6
239,{090C1F91-C952-4E98-B994-E26108540B67},0.004,571.3310873,1,1,0.999985747,0.004,227872.2
240,{090E7AF1-88F0-415E-A5CC-967BB4EFAC16},0.001,55.93634581,1,1,0.66461685,0.001,75.3
